pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,abstract,project_serial_num,journal_name,publication_year
32638415,Network determinants of cardiovascular calcification and repositioned drug treatments.,PMC7497212,"['Song E', 'Wang RS', 'Leopold JA', 'Loscalzo J']",doi:10.1096/fj.202001062R,"['blood vessel', 'calcification', 'protein interaction', 'smooth muscle cell', 'therapeutics']","['D002114', 'D002478', 'D003331', 'D005355', 'D006801', 'D007249', 'D009131', 'D032389', 'D004364', 'D013927', 'D061205']","['Calcinosis', 'Cells, Cultured', 'Coronary Vessels', 'Fibrosis', 'Humans', 'Inflammation', 'Muscle, Smooth, Vascular', 'Myocytes, Smooth Muscle', 'Pharmaceutical Preparations', 'Thrombosis', 'Vascular Calcification']","Ectopic cardiovascular calcification is a highly prevalent pathology for which there are no effective novel or repurposed pharmacotherapeutics to prevent disease progression. We created a human calcification endophenotype module (ie, the ""calcificasome"") by mapping vascular calcification genes (proteins) to the human vascular smooth muscle-specific protein-protein interactome (218 nodes and 632 edges, P < 10-5 ). Network proximity analysis was used to demonstrate that the calcificasome overlapped significantly with endophenotype modules governing inflammation, thrombosis, and fibrosis in the human interactome (P < 0.001). A network-based drug repurposing analysis further revealed that everolimus, temsirolimus, and pomalidomide are predicted to target the calcificasome. The efficacy of these agents in limiting calcification was confirmed experimentally by treating human coronary artery smooth muscle cells in an in vitro calcification assay. Each of the drugs affected expression or activity of their predicted target in the network, and decreased calcification significantly (P < 0.009). An integrated network analytical approach identified novel mediators of ectopic cardiovascular calcification and biologically plausible candidate drugs that could be repurposed to target calcification. This methodological framework for drug repurposing has broad applicability to other diseases.",HL119145,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2020
32552164,"Perspectives on Cardiopulmonary Critical Care for Patients With COVID-19: From Members of the American Heart Association Council on Cardiopulmonary, Critical Care, Perioperative and Resuscitation.",PMC7660729,"['Maron BA', 'Gladwin MT', 'Bonnet S', 'De Jesus Perez V', 'Perman SM', 'Yu PB', 'Ichinose F']",doi:10.1161/JAHA.120.017111,"['COVID‐19', 'pulmonary heart disease', 'shock']","['D000998', 'D000073640', 'D000086382', 'D018352', 'D003422', 'D000076662', 'D006801', 'D017758', 'D008168', 'D016273', 'D016272', 'D058873', 'D010356', 'D061214', 'D011024', 'D012138', 'D018570', 'D012307', 'D000086402', 'D016896', 'D014774', 'D000093485']","['Antiviral Agents', 'Betacoronavirus', 'COVID-19', 'Coronavirus Infections', 'Critical Care', 'Host Microbial Interactions', 'Humans', 'Infectious Disease Transmission, Patient-to-Professional', 'Lung', 'Occupational Exposure', 'Occupational Health', 'Pandemics', 'Patient Isolation', 'Patient Safety', 'Pneumonia, Viral', 'Respiratory Therapy', 'Risk Assessment', 'Risk Factors', 'SARS-CoV-2', 'Treatment Outcome', 'Virulence', 'COVID-19 Drug Treatment']",,HL119145,Journal of the American Heart Association,2020
32550253,Network Medicine Framework for Identifying Drug Repurposing Opportunities for COVID-19.,PMC7280907,"['Morselli Gysi D', 'Do Valle Í', 'Zitnik M', 'Ameli A', 'Gan X', 'Varol O', 'Ghiassian SD', 'Patten JJ', 'Davey R', 'Loscalzo J', 'Barabási AL']",,[],[],[],"The current pandemic has highlighted the need for methodologies that can quickly and reliably prioritize clinically approved compounds for their potential effectiveness for SARS-CoV-2 infections. In the past decade, network medicine has developed and validated multiple predictive algorithms for drug repurposing, exploiting the sub-cellular network-based relationship between a drug's targets and disease genes. Here, we deployed algorithms relying on artificial intelligence, network diffusion, and network proximity, tasking each of them to rank 6,340 drugs for their expected efficacy against SARS-CoV-2. To test the predictions, we used as ground truth 918 drugs that had been experimentally screened in VeroE6 cells, and the list of drugs under clinical trial, that capture the medical community's assessment of drugs with potential COVID-19 efficacy. We find that while most algorithms offer predictive power for these ground truth data, no single method offers consistently reliable outcomes across all datasets and metrics. This prompted us to develop a multimodal approach that fuses the predictions of all algorithms, showing that a consensus among the different predictive methods consistently exceeds the performance of the best individual pipelines. We find that 76 of the 77 drugs that successfully reduced viral infection do not bind the proteins targeted by SARS-CoV-2, indicating that these drugs rely on network-based actions that cannot be identified using docking-based strategies. These advances offer a methodological pathway to identify repurposable drugs for future pathogens and neglected diseases underserved by the costs and extended timeline of de novo drug development.",HL119145,ArXiv,2020
32453600,Clarifying the Pulmonary Arterial Hypertension Molecular Landscape Using Functional Genetics.,PMC7427395,['Maron BA'],doi:10.1164/rccm.202004-1411ED,[],"['D065627', 'D006801', 'D006976', 'D000081029', 'D012313']","['Familial Primary Pulmonary Hypertension', 'Humans', 'Hypertension, Pulmonary', 'Pulmonary Arterial Hypertension', 'RNA']",,HL119145,American journal of respiratory and critical care medicine,2020
32307915,Molecular networks in Network Medicine: Development and applications.,PMC7955589,"['Silverman EK', 'Schmidt HHHW', 'Anastasiadou E', 'Altucci L', 'Angelini M', 'Badimon L', 'Balligand JL', 'Benincasa G', 'Capasso G', 'Conte F', 'Di Costanzo A', 'Farina L', 'Fiscon G', 'Gatto L', 'Gentili M', 'Loscalzo J', 'Marchese C', 'Napoli C', 'Paci P', 'Petti M', 'Quackenbush J', 'Tieri P', 'Viggiano D', 'Vilahur G', 'Glass K', 'Baumbach J']",doi:10.1002/wsbm.1489,"['big data', 'molecular networks', 'network medicine']","['D000818', 'D001499', 'D019295', 'D003327', 'D004195', 'D057890', 'D053263', 'D006801', 'D060066']","['Animals', 'Bayes Theorem', 'Computational Biology', 'Coronary Disease', 'Disease Models, Animal', 'Epigenomics', 'Gene Regulatory Networks', 'Humans', 'Protein Interaction Maps']","Network Medicine applies network science approaches to investigate disease pathogenesis. Many different analytical methods have been used to infer relevant molecular networks, including protein-protein interaction networks, correlation-based networks, gene regulatory networks, and Bayesian networks. Network Medicine applies these integrated approaches to Omics Big Data (including genetics, epigenetics, transcriptomics, metabolomics, and proteomics) using computational biology tools and, thereby, has the potential to provide improvements in the diagnosis, prognosis, and treatment of complex diseases. We discuss briefly the types of molecular data that are used in molecular network analyses, survey the analytical methods for inferring molecular networks, and review efforts to validate and visualize molecular networks. Successful applications of molecular network analysis have been reported in pulmonary arterial hypertension, coronary heart disease, diabetes mellitus, chronic lung diseases, and drug development. Important knowledge gaps in Network Medicine include incompleteness of the molecular interactome, challenges in identifying key genes within genetic association regions, and limited applications to human diseases. This article is categorized under: Models of Systems Properties and Processes > Mechanistic Models Translational, Genomic, and Systems Medicine > Translational Medicine Analytical and Computational Methods > Analytical Methods Analytical and Computational Methods > Computational Methods.",HL119145,Wiley interdisciplinary reviews. Systems biology and medicine,2020
36267121,Performance effectiveness of vital parameter combinations for early warning of sepsis-an exhaustive study using machine learning.,PMC9566305,"['Rangan ES', 'Pathinarupothi RK', 'Anand KJS', 'Snyder MP']",doi:10.1093/jamiaopen/ooac080,"['XGBoost', 'machine learning', 'sepsis prediction', 'vitals parameters']",[],[],"To carry out exhaustive data-driven computations for the performance of noninvasive vital signs heart rate (HR), respiratory rate (RR), peripheral oxygen saturation (SpO2), and temperature (Temp), considered both independently and in all possible combinations, for early detection of sepsis.",NR020105,JAMIA open,2022
34845389,Real-time alerting system for COVID-19 and other stress events using wearable data.,PMC8799466,"['Alavi A', 'Bogu GK', 'Wang M', 'Rangan ES', 'Brooks AW', 'Wang Q', 'Higgs E', 'Celli A', 'Mishra T', 'Metwally AA', 'Cha K', 'Knowles P', 'Alavi AA', 'Bhasin R', 'Panchamukhi S', 'Celis D', 'Aditya T', 'Honkala A', 'Rolnik B', 'Hunting E', 'Dagan-Rosenfeld O', 'Chauhan A', 'Li JW', 'Bejikian C', 'Krishnan V', 'McGuire L', 'Li X', 'Bahmani A', 'Snyder MP']",doi:10.1038/s41591-021-01593-2,[],"['D061725', 'D000293', 'D000328', 'D000368', 'D000369', 'D000086382', 'D002353', 'D042241', 'D015444', 'D005260', 'D000072936', 'D006339', 'D006801', 'D008297', 'D008875', 'D000086402', 'D012890', 'D000076251', 'D055815']","['Accelerometry', 'Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'COVID-19', 'Carrier State', 'Early Diagnosis', 'Exercise', 'Female', 'Fitness Trackers', 'Heart Rate', 'Humans', 'Male', 'Middle Aged', 'SARS-CoV-2', 'Sleep', 'Wearable Electronic Devices', 'Young Adult']","Early detection of infectious diseases is crucial for reducing transmission and facilitating early intervention. In this study, we built a real-time smartwatch-based alerting system that detects aberrant physiological and activity signals (heart rates and steps) associated with the onset of early infection and implemented this system in a prospective study. In a cohort of 3,318 participants, of whom 84 were infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), this system generated alerts for pre-symptomatic and asymptomatic SARS-CoV-2 infection in 67 (80%) of the infected individuals. Pre-symptomatic signals were observed at a median of 3 days before symptom onset. Examination of detailed survey responses provided by the participants revealed that other respiratory infections as well as events not associated with infection, such as stress, alcohol consumption and travel, could also trigger alerts, albeit at a much lower mean frequency (1.15 alert days per person compared to 3.42 alert days per person for coronavirus disease 2019 cases). Thus, analysis of smartwatch signals by an online detection algorithm provides advance warning of SARS-CoV-2 infection in a high percentage of cases. This study shows that a real-time alerting system can be used for early detection of infection and other stressors and employed on an open-source platform that is scalable to millions of users.",NR020105,Nature medicine,2022
34599181,"A scalable, secure, and interoperable platform for deep data-driven health management.",PMC8486823,"['Bahmani A', 'Alavi A', 'Buergel T', 'Upadhyayula S', 'Wang Q', 'Ananthakrishnan SK', 'Alavi A', 'Celis D', 'Gillespie D', 'Young G', 'Xing Z', 'Nguyen MHH', 'Haque A', 'Mathur A', 'Payne J', 'Mazaheri G', 'Li JK', 'Kotipalli P', 'Liao L', 'Bhasin R', 'Cha K', 'Rolnik B', 'Celli A', 'Dagan-Rosenfeld O', 'Higgs E', 'Zhou W', 'Berry CL', 'Van Winkle KG', 'Contrepois K', 'Ray U', 'Bettinger K', 'Datta S', 'Li X', 'Snyder MP']",doi:10.1038/s41467-021-26040-1,[],"['D000077558', 'D016494', 'D000078332', 'D000077488', 'D000073892', 'D006801', 'D016247', 'D016347', 'D012984']","['Big Data', 'Computer Security', 'Data Analysis', 'Data Science', 'Health Information Interoperability', 'Humans', 'Information Storage and Retrieval', 'Medical Records Systems, Computerized', 'Software']","The large amount of biomedical data derived from wearable sensors, electronic health records, and molecular profiling (e.g., genomics data) is rapidly transforming our healthcare systems. The increasing scale and scope of biomedical data not only is generating enormous opportunities for improving health outcomes but also raises new challenges ranging from data acquisition and storage to data analysis and utilization. To meet these challenges, we developed the Personal Health Dashboard (PHD), which utilizes state-of-the-art security and scalability technologies to provide an end-to-end solution for big biomedical data analytics. The PHD platform is an open-source software framework that can be easily configured and deployed to any big data health project to store, organize, and process complex biomedical data sets, support real-time data analysis at both the individual level and the cohort level, and ensure participant privacy at every step. In addition to presenting the system, we illustrate the use of the PHD framework for large-scale applications in emerging multi-omics disease studies, such as collecting and visualization of diverse data types (wearable, clinical, omics) at a personal level, investigation of insulin resistance, and an infrastructure for the detection of presymptomatic COVID-19.",NR020105,Nature communications,2021
34189532,Real-time Alerting System for COVID-19 Using Wearable Data.,PMC8240687,"['Alavi A', 'Bogu GK', 'Wang M', 'Rangan ES', 'Brooks AW', 'Wang Q', 'Higgs E', 'Celli A', 'Mishra T', 'Metwally AA', 'Cha K', 'Knowles P', 'Alavi AA', 'Bhasin R', 'Panchamukhi S', 'Celis D', 'Aditya T', 'Honkala A', 'Rolnik B', 'Hunting E', 'Dagan-Rosenfeld O', 'Chauhan A', 'Li JW', 'Li X', 'Bahmani A', 'Snyder MP']",doi:10.1101/2021.06.13.21258795,[],[],[],"Early detection of infectious disease is crucial for reducing transmission and facilitating early intervention. We built a real-time smartwatch-based alerting system for the detection of aberrant physiological and activity signals (e.g. resting heart rate, steps) associated with early infection onset at the individual level. Upon applying this system to a cohort of 3,246 participants, we found that alerts were generated for pre-symptomatic and asymptomatic COVID-19 infections in 78% of cases, and pre-symptomatic signals were observed a median of three days prior to symptom onset. Furthermore, by examining over 100,000 survey annotations, we found that other respiratory infections as well as events not associated with COVID-19 (e.g. stress, alcohol consumption, travel) could trigger alerts, albeit at a lower mean period (1.9 days) than those observed in the COVID-19 cases (4.3 days). Thus this system has potential both for advanced warning of COVID-19 as well as a general system for measuring health via detection of physiological shifts from personal baselines. The system is open-source and scalable to millions of users, offering a personal health monitoring system that can operate in real time on a global scale.",NR020105,medRxiv : the preprint server for health sciences,2021
33208926,Pre-symptomatic detection of COVID-19 from smartwatch data.,PMC9020268,"['Mishra T', 'Wang M', 'Metwally AA', 'Bogu GK', 'Brooks AW', 'Bahmani A', 'Alavi A', 'Celli A', 'Higgs E', 'Dagan-Rosenfeld O', 'Fay B', 'Kirkpatrick S', 'Kellogg R', 'Gibson M', 'Wang T', 'Hunting EM', 'Mamic P', 'Ganz AB', 'Rolnik B', 'Li X', 'Snyder MP']",doi:10.1038/s41551-020-00640-6,[],"['D000328', 'D058070', 'D000086382', 'D005260', 'D006801', 'D008297', 'D008991', 'D058873', 'D012189', 'D000086402', 'D000076251']","['Adult', 'Asymptomatic Diseases', 'COVID-19', 'Female', 'Humans', 'Male', 'Monitoring, Physiologic', 'Pandemics', 'Retrospective Studies', 'SARS-CoV-2', 'Wearable Electronic Devices']","Consumer wearable devices that continuously measure vital signs have been used to monitor the onset of infectious disease. Here, we show that data from consumer smartwatches can be used for the pre-symptomatic detection of coronavirus disease 2019 (COVID-19). We analysed physiological and activity data from 32 individuals infected with COVID-19, identified from a cohort of nearly 5,300 participants, and found that 26 of them (81%) had alterations in their heart rate, number of daily steps or time asleep. Of the 25 cases of COVID-19 with detected physiological alterations for which we had symptom information, 22 were detected before (or at) symptom onset, with four cases detected at least nine days earlier. Using retrospective smartwatch data, we show that 63% of the COVID-19 cases could have been detected before symptom onset in real time via a two-tiered warning system based on the occurrence of extreme elevations in resting heart rate relative to the individual baseline. Our findings suggest that activity tracking and health monitoring via consumer wearable devices may be used for the large-scale, real-time detection of respiratory infections, often pre-symptomatically.",NR020105,Nature biomedical engineering,2020
37683185,"Ligation of Gold Nanoparticles with Self-Assembling, Coiled-Coil Peptides.",,"['Creyer MN', 'Retout M', 'Jin Z', 'Yim W', 'Jokerst JV']",doi:10.1021/acs.jpcb.3c02099,[],"['D006046', 'D008024', 'D053768', 'D008063', 'D010455', 'D011092']","['Gold', 'Ligands', 'Metal Nanoparticles', 'Thioctic Acid', 'Peptides', 'Polyethylene Glycols']","The surface of gold nanoparticles (AuNPs) can be conjugated with a wide range of highly functional biomolecules. A common pitfall when utilizing AuNPs is their tendency to aggregate, especially when their surface is functionalized with ligands of low molecular weight (no steric repulsion) or ligands of neutral charge (no electrostatic repulsion). For biomedical applications, AuNPs that are colloidally stable are desirable because they have a high surface area and thus reactivity, resist sedimentation, and exhibit uniform optical properties. Here, we engineer the surface of AuNPs so that they remain stable when decorated with coiled-coil (CC) peptides while preserving the native polypeptide properties. We achieve this by using a neutral, mixed ligand layer composed of lipoic acid poly(ethylene glycol) and lipoic acid poly(ethylene glycol) maleimide to attach the CCs. Tuning the surface fraction of each component within the mixed ligand layer also allowed us to control the degree of AuNP labeling with CCs. We demonstrate the dynamic surface properties of these CC-AuNPs by performing a place-exchange reaction and their utility by designing an energy-transfer-based caspase-3 sensor. Overall, this study optimizes the surface chemistry of AuNPs to quantitatively present functional biomolecules while maintaining colloid stability.",DE031114,The journal of physical chemistry. B,2023
37651748,Goldilocks Energy Minimum: Peptide-Based Reversible Aggregation and Biosensing.,PMC10619458,"['Yim W', 'Retout M', 'Chen AA', 'Ling C', 'Amer L', 'Jin Z', 'Chang YC', 'Chavez S', 'Barrios K', 'Lam B', 'Li Z', 'Zhou J', 'Shi L', 'Pascal TA', 'Jokerst JV']",doi:10.1021/acsami.3c09627,"['DLVO theory', 'SARS-CoV-19', 'colorimetric biosensor', 'dissociation peptide', 'matrix-insensitive', 'reversible aggregation']","['D006801', 'D006046', 'D000086382', 'D053768', 'D010455', 'D010447']","['Humans', 'Gold', 'COVID-19', 'Metal Nanoparticles', 'Peptides', 'Peptide Hydrolases']","Colorimetric biosensors based on gold nanoparticle (AuNP) aggregation are often challenged by matrix interference in biofluids, poor specificity, and limited utility with clinical samples. Here, we propose a peptide-driven nanoscale disassembly approach, where AuNP aggregates induced by electrostatic attractions are dissociated in response to proteolytic cleavage. Initially, citrate-coated AuNPs were assembled via a short cationic peptide (RRK) and characterized by experiments and simulations. The dissociation peptides were then used to reversibly dissociate the AuNP aggregates as a function of target protease detection, i.e., main protease (Mpro), a biomarker for severe acute respiratory syndrome coronavirus 2. The dissociation propensity depends on peptide length, hydrophilicity, charge, and ligand architecture. Finally, our dissociation strategy provides a rapid and distinct optical signal through Mpro cleavage with a detection limit of 12.3 nM in saliva. Our dissociation peptide effectively dissociates plasmonic assemblies in diverse matrices including 100% human saliva, urine, plasma, and seawater, as well as other types of plasmonic nanoparticles such as silver. Our peptide-enabled dissociation platform provides a simple, matrix-insensitive, and versatile method for protease sensing.",DE031114,ACS applied materials & interfaces,2023
37579082,Endoproteolysis of Oligopeptide-Based Coacervates for Enzymatic Modeling.,PMC10614163,"['Jin Z', 'Ling C', 'Yim W', 'Chang YC', 'He T', 'Li K', 'Zhou J', 'Cheng Y', 'Li Y', 'Yeung J', 'Wang R', 'Fajtová P', 'Amer L', 'Mattoussi H', ""O'Donoghue AJ"", 'Jokerst JV']",doi:10.1021/acsnano.3c04259,"['Peptide coacervates', 'disassembly', 'energy transfer', 'enzyme kinetics', 'main protease']","['D011506', 'D010455', 'D009842', 'D010447']","['Proteins', 'Peptides', 'Oligopeptides', 'Peptide Hydrolases']","Better insights into the fate of membraneless organelles could strengthen the understanding of the transition from prebiotic components to multicellular organisms. Compartmentalized enzyme reactions in a synthetic coacervate have been investigated, yet there remains a gap in understanding the enzyme interactions with coacervate as a substrate hub. Here, we study how the molecularly crowded nature of the coacervate affects the interactions of the embedded substrate with a protease. We design oligopeptide-based coacervates that comprise an anionic Asp-peptide (D10) and a cationic Arg-peptide (R5R5) with a proteolytic cleavage site. The coacervates dissolve in the presence of the main protease (Mpro) implicated in the coronavirus lifecycle. We capitalize on the condensed structure, introduce a self-quenching mechanism, and model the enzyme kinetics by using Cy5.5-labeled peptides. The determined specificity constant (kcat/KM) is 5817 M-1 s-1 and is similar to that of the free substrate. We further show that the enzyme kinetics depend on the type and quantity of dye incorporated into the coacervates. Our work presents a simple design for enzyme-responsive coacervates and provides insights into the interactions between the enzyme and coacervates as a whole.",DE031114,ACS nano,2023
37578304,An approach to zwitterionic peptide design for colorimetric detection of the Southampton norovirus SV3CP protease.,PMC10614164,"['Yeung J', 'Jin Z', 'Ling C', 'Retout M', 'Barbosa da Silva E', 'Damani M', 'Chang YC', 'Yim W', ""O'Donoghue AJ"", 'Jokerst JV']",doi:10.1039/d3an00873h,[],"['D006801', 'D010447', 'D029322', 'D006046', 'D003124', 'D053768', 'D010455', 'D010450', 'D005243', 'D017250', 'D020133']","['Humans', 'Peptide Hydrolases', 'Norovirus', 'Gold', 'Colorimetry', 'Metal Nanoparticles', 'Peptides', 'Endopeptidases', 'Feces', 'Caliciviridae Infections', 'Reverse Transcriptase Polymerase Chain Reaction']","Noroviruses are highly contagious and are one of the leading causes of acute gastroenteritis worldwide. Due to a lack of effective antiviral therapies, there is a need to diagnose and surveil norovirus infections to implement quarantine protocols and prevent large outbreaks. Currently, the gold standard of diagnosis uses reverse transcription polymerase chain reaction (RT-PCR), but PCR can have limited availability. Here, we propose a combination of a tunable peptide substrate and gold nanoparticles (AuNPs) to colorimetrically detect the Southampton norovirus 3C-like protease (SV3CP), a key protease in viral replication. Careful design of the substrate employs a zwitterionic peptide with opposite charged moieties on the C- and N- termini to induce a rapid color change visible to the naked eye; thus, this color change is indicative of SV3CP activity. This work expands on existing zwitterionic peptide strategies for protease detection by systematically evaluating the effects of lysine and arginine on nanoparticle charge screening. We also determine a limit of detection for SV3CP of 28.0 nM with comparable results in external breath condensate, urine, and fecal matter for 100 nM of SV3CP. The key advantage of this system is its simplicity and accessibility, thus making it an attractive tool for qualitative point-of-care diagnostics.",DE031114,The Analyst,2023
37058597,Empirical Optimization of Peptide Sequence and Nanoparticle Colloidal Stability: The Impact of Surface Ligands and Implications for Colorimetric Sensing.,PMC10614165,"['Jin Z', 'Yeung J', 'Zhou J', 'Retout M', 'Yim W', 'Fajtová P', 'Gosselin B', 'Jabin I', 'Bruylants G', 'Mattoussi H', ""O'Donoghue AJ"", 'Jokerst JV']",doi:10.1021/acsami.3c00862,"['colorimetric sensor', 'inorganic nanocrystal', 'main protease', 'nanoparticle aggregation', 'peptide design', 'surface ligand']","['D003124', 'D006046', 'D053768', 'D011108', 'D008024']","['Colorimetry', 'Gold', 'Metal Nanoparticles', 'Polymers', 'Ligands']","Surface ligands play a critical role in controlling and defining the properties of colloidal nanocrystals. These aspects have been exploited to design nanoparticle aggregation-based colorimetric sensors. Here, we coated 13-nm gold nanoparticles (AuNPs) with a large library of ligands (e.g., from labile monodentate monomers to multicoordinating macromolecules) and evaluated their aggregation propensity in the presence of three peptides containing charged, thiolate, or aromatic amino acids. Our results show that AuNPs coated with the polyphenols and sulfonated phosphine ligands were good choices for electrostatic-based aggregation. AuNPs capped with citrate and labile-binding polymers worked well for dithiol-bridging and π-π stacking-induced aggregation. In the example of electrostatic-based assays, we stress that good sensing performance requires aggregating peptides of low charge valence paired with charged NPs with weak stability and vice versa. We then present a modular peptide containing versatile aggregating residues to agglomerate a variety of ligated AuNPs for colorimetric detection of the coronavirus main protease. Enzymatic cleavage liberates the peptide segment, which in turn triggers NP agglomeration and thus rapid color changes in <10 min. The protease detection limit is 2.5 nM.",DE031114,ACS applied materials & interfaces,2023
36908948,Peptide valence-induced breaks in plasmonic coupling.,PMC9993903,"['Chang YC', 'Jin Z', 'Li K', 'Zhou J', 'Yim W', 'Yeung J', 'Cheng Y', 'Retout M', 'Creyer MN', 'Fajtová P', 'He T', 'Chen X', ""O'Donoghue AJ"", 'Jokerst JV']",doi:10.1039/d2sc05837e,[],[],[],"Electrostatic interactions are a key driving force that mediates colloidal assembly. The Schulze-Hardy rule states that nanoparticles have a higher tendency to coagulate in the presence of counterions with high charge valence. However, it is unclear how the Schulze-Hardy rule works when the simple electrolytes are replaced with more sophisticated charge carriers. Here, we designed cationic peptides of varying valencies and demonstrate that their charge screening behaviors on anionic gold nanoparticles (AuNPs) follow the six-power relationship in the Schulze-Hardy rule. This finding further inspires a simple yet effective strategy for measuring SARS-CoV-2 main protease (Mpro) via naked eyes. This work provides a unique avenue for fundamental NP disassembly based on the Schulze-Hardy rule and can help design versatile substrates for colorimetric sensing of other proteases.",DE031114,Chemical science,2023
36753444,Protease-Responsive Potential-Tunable AIEgens for Cell Selective Imaging of TMPRSS2 and Accurate Inhibitor Screening.,PMC10614162,"['Cheng Y', 'Clark AE', 'Yim W', 'Borum RM', 'Chang YC', 'Jin Z', 'He T', 'Carlin AF', 'Jokerst JV']",doi:10.1021/acs.analchem.2c04988,[],"['D006801', 'D010447', 'D000086382', 'D000086402', 'D002462', 'D011480', 'D053586', 'D012697']","['Humans', 'Peptide Hydrolases', 'COVID-19', 'SARS-CoV-2', 'Cell Membrane', 'Protease Inhibitors', 'Virus Internalization', 'Serine Endopeptidases']","Transmembrane protease serine 2 (TMPRSS2) is a plasma membrane protease that activates both spike protein of coronaviruses for cell entry and oncogenic signaling pathways for tumor progression. TMPRSS2 inhibition can reduce cancer invasion and metastasis and partially prevent the entry of SARS-CoV-2 into host cells. Thus, there is an urgent need for both TMPRSS2-selective imaging and precise screening of TMPRSS2 inhibitors. Here, we report a TMPRSS2-responsive surface-potential-tunable peptide-conjugated probe (EGTP) with aggregation-induced emission (AIE) features for TMPRSS2 selective imaging and accurate inhibitor screening. The amphiphilic EGTP was constructed with tunable surface potential and responsive efficiency with TMPRSS2 and its inhibitor. The rational construction of AIE luminogens (AIEgens) with modular peptides indicated that the cleavage of EGTP led to a gradual aggregation with bright fluorescence in high TMPRSS2-expressing cells. This strategy may have value for selective detection of cancer cells, SARS-CoV-2-target cells, and screening of protease inhibitors.",DE031114,Analytical chemistry,2023
36409652,Peptide Amphiphile Mediated Co-assembly for Nanoplasmonic Sensing.,PMC9852014,"['Jin Z', 'Li Y', 'Li K', 'Zhou J', 'Yeung J', 'Ling C', 'Yim W', 'He T', 'Cheng Y', 'Xu M', 'Creyer MN', 'Chang YC', 'Fajtová P', 'Retout M', 'Qi B', 'Li S', ""O'Donoghue AJ"", 'Jokerst JV']",doi:10.1002/anie.202214394,"['Aromatic Interactions', 'Colorimetric Test', 'Main Protease', 'Peptide Amphiphile', 'Saliva']","['D006801', 'D000086382', 'D000086402', 'D010455', 'D010447', 'D013501', 'D010450', 'D006046']","['Humans', 'COVID-19', 'SARS-CoV-2', 'Peptides', 'Peptide Hydrolases', 'Surface-Active Agents', 'Endopeptidases', 'Gold']","Aromatic interactions are commonly involved in the assembly of naturally occurring building blocks, and these interactions can be replicated in an artificial setting to produce functional materials. Here we describe a colorimetric biosensor using co-assembly experiments with plasmonic gold and surfactant-like peptides (SLPs) spanning a wide range of aromatic residues, polar stretches, and interfacial affinities. The SLPs programmed in DDD-(ZZ)x -FFPC self-assemble into higher-order structures in response to a protease and subsequently modulate the colloidal dispersity of gold leading to a colorimetric readout. Results show the strong aggregation propensity of the FFPC tail without polar DDD head. The SLPs were specific to the target protease, i.e., Mpro , a biomarker for SARS-CoV-2. This system is a simple and visual tool that senses Mpro in phosphate buffer, exhaled breath condensate, and saliva with detection limits of 15.7, 20.8, and 26.1 nM, respectively. These results may have value in designing other protease testing methods.",DE031114,Angewandte Chemie (International ed. in English),2023
36351199,Gold-Silver Core-Shell Nanoparticle Crosslinking Mediated by Protease Activity for Colorimetric Enzyme Detection.,,"['Creyer MN', 'Jin Z', 'Retout M', 'Yim W', 'Zhou J', 'Jokerst JV']",doi:10.1021/acs.langmuir.2c02219,[],"['D006046', 'D012834', 'D003124', 'D053768', 'D059748', 'D020349', 'D010447']","['Gold', 'Silver', 'Colorimetry', 'Metal Nanoparticles', 'Proteolysis', 'Surface Plasmon Resonance', 'Peptide Hydrolases']","Plasmonic nanoparticles produce a localized surface plasmon resonance (LSPR) under optical excitation. The LSPR of nanoparticles can shift in response to changes in the local dielectric environment and produce a color change. This color change can be observed by the naked eye due to the exceptionally large extinction coefficients (108-1011 M-1 cm-1) of plasmonic nanoparticles. Herein, we investigate the optical shifts (i.e., color change) of three unique gold-silver core-shell nanoparticle structures in response to changes in their dielectric environment upon nanoparticle aggregation. Aggregation is induced by a cysteine-containing peptide that has a sulfhydryl near its N and C termini, which crosslinks nanoparticles. Furthermore, we demonstrate that adding proline spacers between the cysteines impacts the degree of aggregation and, ultimately, the color response. Using this information, we construct a colorimetric enzyme assay, where the signal produced from nanoparticle aggregation is modulated by proteolysis. The degree of aggregation and the resulting optical shift can be correlated with enzyme concentration with high linearity (R2 = 0.998). Overall, this study explores the optical properties of gold-silver core-shell nanoparticles in a dispersed vs aggregated state and leverages that information to develop an enzyme sensor with a spectral LOD of 0.47 ± 0.09 nM.",DE031114,Langmuir : the ACS journal of surfaces and colloids,2022
